Location,GeoRef,AgeRangeLow,AgeRangeHigh,Sex,TotalNum,TotalNumLow95,TotalNumHigh95,TotalNumCoeffVar,TotalPerc,TotalPercLow95,TotalPercHigh95,TotalPercCoeffVar,CurrentNum,CurrentNumLow95,CurrentNumHigh95,CurrentNumCoeffVar,CurrentPerc,CurrentPercLow95,CurrentPercHigh95,CurrentPercCOeffVar,DailyNum,DailyNumLow95,DailyNumHigh95,DailyNumCoeffVar,DailyPerc,DailyPercLow95,DailyPercHigh95,DailyPercCoeffVar,OccNum,OccNumLow95,OccNumHigh95,OccNumCoeffVar,OccPerc,OccPercLow95,OccPercHigh95,OccPercCoeffVar,FormerNum,FormerNumLow95,FormerNumHigh95,FormerNumCoeffVar,FormerPerc,FormerPercLow95,FormerPercHigh95,FormerPercCoeffVar,NeverNum,NeverNumLow95,NeverNumHigh95,NeverNumCoeffVar,NeverPerc,NeverPercLow95,NeverPercHigh95,NeverPercCoeffVar,NotNum,NotNumLow95,NotNumHigh95,NotNumCoeffVar,NotPerc,NotPercLow95,NotPercHigh95,NotPercCoeffVar
"Vancouver, British Columbia (Peer group A) (January 2000)",5916T,65,100,F,28469,28469,28469,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14782,11190,18375,12.4,51.9,39.3,64.5,12.4,9782,6155,13408,18.9,34.4,21.6,47.1,18.9,-1,-1,-1,-1,-1,-1,-1,-1
"Vancouver, British Columbia (Peer group A) (January 2000)",5916T,65,74,B,36159,36159,36159,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10733,7822,13644,13.8,29.7,21.6,37.7,13.8,24147,20844,27450,7,66.8,57.6,75.9,7,-1,-1,-1,-1,-1,-1,-1,-1
"Vancouver, British Columbia (Peer group A) (January 2000)",5916T,65,74,M,40113,35465,44761,5.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13373,9169,17578,16,33.3,23.5,43.2,15.1,22463,17523,27404,11.2,56,46,66,9.1,-1,-1,-1,-1,-1,-1,-1,-1
"Vancouver, British Columbia (Peer group A) (January 2000)",5916T,65,74,F,20458,17082,23835,8.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9188,5580,12796,20,44.9,28.9,61,18.2,8272,4699,11844,22,40.4,25.3,55.6,19.1,-1,-1,-1,-1,-1,-1,-1,-1
"Vancouver, British Columbia (Peer group A) (January 2000)",5916T,75,100,B,19655,16354,22955,8.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4185,1873,6497,28.2,21.3,10.3,32.3,26.3,14192,10808,17575,12.2,72.2,59.5,84.9,8.9,-1,-1,-1,-1,-1,-1,-1,-1
"Vancouver, British Columbia (Peer group A) (January 2000)",5916T,75,100,M,24515,19867,29162,9.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12142,8617,15668,14.8,49.5,39.5,59.5,10.3,11466,8388,14543,13.7,46.8,36.9,56.6,10.7,-1,-1,-1,-1,-1,-1,-1,-1
"Vancouver, British Columbia (Peer group A) (January 2000)",5916T,75,100,F,8011,4634,11387,21.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5594,2662,8526,26.7,69.8,51.1,88.5,13.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,12,100,B,16504,13203,19805,10.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6548,4091,9006,19.1,39.7,26.8,52.6,16.6,9956,6983,12929,15.2,60.3,47.4,73.2,10.9,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,12,100,M,143943,143943,143943,0,100,100,100,0,19928,16237,23620,9.5,13.8,11.3,16.4,9.5,13643,10530,16755,11.6,9.5,7.3,11.6,11.6,6286,4050,8521,18.1,4.4,2.8,5.9,18.1,49265,42904,55625,6.6,34.2,29.8,38.6,6.6,73576,67397,79756,4.3,51.1,46.8,55.4,4.3,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,12,100,F,70846,70846,70846,0,100,100,100,0,12607,9490,15723,12.6,17.8,13.4,22.2,12.6,9720,6937,12503,14.6,13.7,9.8,17.6,14.6,2887,1383,4391,26.6,4.1,2,6.2,26.6,30346,26043,34649,7.2,42.8,36.8,48.9,7.2,27351,23649,31054,6.9,38.6,33.4,43.8,6.9,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,12,19,B,73097,73097,73097,0,100,100,100,0,7322,5098,9546,15.5,10,7,13.1,15.5,3923,2161,5685,22.9,5.4,3,7.8,22.9,3399,1394,5403,30.1,4.6,1.9,7.4,30.1,18919,15108,22730,10.3,25.9,20.7,31.1,10.3,46225,42009,50441,4.7,63.2,57.5,69,4.7,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,12,19,M,16053,16053,16053,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13577,12378,14776,4.5,84.6,77.1,92,4.5,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,12,19,F,8246,8246,8246,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6263,5155,7370,9,75.9,62.5,89.4,9,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,12,14,B,7807,7807,7807,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7314,6851,7778,3.2,93.7,87.8,99.6,3.2,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,12,14,M,5858,4372,7344,12.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5774,4287,7262,13.1,98.6,95.8,101.4,1.4,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,12,14,F,3389,2252,4525,17.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3305,2170,4440,17.5,97.5,92.8,102.3,2.5,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,15,19,B,2469,1470,3468,20.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2469,1470,3468,20.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,15,19,M,10195,8709,11681,7.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.8,5,22.6,32.6,7803,6360,9245,9.4,76.5,65.7,87.4,7.2,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,15,19,F,4857,3720,5994,11.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2957,1902,4013,18.2,60.9,41.3,80.4,16.4,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,20,34,B,5338,4339,6337,9.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4845,3747,5944,11.6,90.8,81.9,99.7,5,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,20,34,M,34045,31440,36650,3.9,100,100,100,0,7394,5174,9614,15.3,21.7,15.1,28.4,15.6,4491,2578,6403,21.7,13.2,7.4,19,22.3,2903,1279,4527,28.5,8.5,3.8,13.3,28.5,7797,4675,10919,20.4,22.9,14.3,31.5,19.2,18854,15498,22210,9.1,55.4,46.2,64.6,8.5,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,20,34,F,17885,15818,19953,5.9,100,100,100,0,3985,2199,5771,22.9,22.3,12.1,32.5,23.4,2784,1155,4414,29.9,15.6,6,25.1,31.3,-1,-1,-1,-1,-1,-1,-1,-1,4994,2629,7360,24.2,27.9,16,39.8,21.7,8906,6763,11049,12.3,49.8,37.9,61.7,12.1,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,20,24,B,16160,14356,17963,5.7,100,100,100,0,3409,1854,4964,23.3,21.1,11.5,30.7,23.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9948,7305,12591,13.6,61.6,47.6,75.5,11.6,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,20,24,M,12942,10250,15634,10.6,100,100,100,0,2463,1123,3802,27.7,19,9.1,29,26.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7989,5482,10496,16,61.7,48,75.4,11.3,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,20,24,F,6638,5077,8200,12,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4142,2630,5653,18.6,62.4,44.1,80.7,14.9,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,25,34,B,6304,4216,8391,16.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3847,1882,5812,26.1,61,35.8,86.2,21.1,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,25,34,M,21103,17609,24596,8.4,100,100,100,0,4931,3118,6744,18.8,23.4,15.1,31.6,18,3252,1724,4780,24,15.4,8.2,22.6,23.8,-1,-1,-1,-1,-1,-1,-1,-1,5307,2922,7693,22.9,25.1,15.2,35.1,20.2,10865,7907,13822,13.9,51.5,40.1,62.8,11.2,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,25,34,F,11247,8747,13747,11.3,100,100,100,0,2840,1295,4385,27.8,25.3,11.7,38.8,27.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3643,1768,5518,26.3,32.4,18.6,46.2,21.7,4764,2835,6693,20.7,42.4,27,57.8,18.5,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,35,44,B,9856,7351,12361,13,100,100,100,0,2091,888,3294,29.4,21.2,9.5,33,28.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6101,3728,8473,19.8,61.9,45.4,78.4,13.6,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,35,44,M,34049,31444,36654,3.9,100,100,100,0,6064,3657,8471,20.3,17.8,11,24.6,19.5,4448,2387,6509,23.6,13.1,7.2,18.9,22.9,-1,-1,-1,-1,-1,-1,-1,-1,13903,10911,16896,11,40.8,32.5,49.2,10.4,13653,10899,16408,10.3,40.1,32.4,47.8,9.8,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,35,44,F,16226,14158,18294,6.5,100,100,100,0,4601,2650,6551,21.6,28.4,17.3,39.4,19.9,4034,2168,5900,23.6,24.9,14.2,35.5,21.9,-1,-1,-1,-1,-1,-1,-1,-1,8298,6101,10495,13.5,51.1,38.4,63.9,12.7,3327,1675,4980,25.3,20.5,10.9,30.1,23.9,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,45,64,B,17823,16020,19627,5.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5606,3697,7515,17.4,31.5,20.9,42,17,10326,8067,12584,11.2,57.9,46.3,69.6,10.3,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,45,64,M,40513,40513,40513,0,100,100,100,0,4416,2802,6031,18.7,10.9,6.9,14.9,18.7,3453,2161,4744,19.1,8.5,5.3,11.7,19.1,-1,-1,-1,-1,-1,-1,-1,-1,16850,13683,20018,9.6,41.6,33.8,49.4,9.6,19060,16177,21943,7.7,47,39.9,54.2,7.7,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,45,64,F,20060,20060,20060,0,100,100,100,0,2697,1377,4018,25,13.4,6.9,20,25,2110,1026,3193,26.2,10.5,5.1,15.9,26.2,-1,-1,-1,-1,-1,-1,-1,-1,10863,8927,12799,9.1,54.2,44.5,63.8,9.1,6314,4591,8038,13.9,31.5,22.9,40.1,13.9,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,45,54,B,20453,20453,20453,0,100,100,100,0,1719,871,2567,25.2,8.4,4.3,12.5,25.2,1343,535,2151,30.7,6.6,2.6,10.5,30.7,-1,-1,-1,-1,-1,-1,-1,-1,5988,3885,8090,17.9,29.3,19,39.6,17.9,12746,10565,14927,8.7,62.3,51.7,73,8.7,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,45,54,M,23230,20795,25664,5.3,100,100,100,0,2156,1099,3214,25,9.3,4.8,13.8,24.6,2004,1029,2979,24.8,8.6,4.5,12.8,24.4,-1,-1,-1,-1,-1,-1,-1,-1,9223,6597,11849,14.5,39.7,29.4,50,13.2,11664,9329,14000,10.2,50.2,41.1,59.3,9.3,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,45,54,F,12209,10355,14063,7.7,100,100,100,0,1465,593,2336,30.4,12,5,18.9,29.5,1312,517,2108,30.9,10.7,4.4,17.1,30.2,-1,-1,-1,-1,-1,-1,-1,-1,6420,4720,8119,13.5,52.6,40.8,64.4,11.4,4139,2587,5690,19.1,33.9,22.6,45.2,17.1,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,55,64,B,11021,9156,12886,8.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2803,1254,4353,28.2,25.4,12.2,38.6,26.5,7526,5670,9382,12.6,68.3,55,81.6,9.9,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,55,64,M,17283,14848,19717,7.2,100,100,100,0,2260,1060,3460,27.1,13.1,6.5,19.6,25.5,1449,510,2387,33.1,8.4,3.3,13.5,31.2,-1,-1,-1,-1,-1,-1,-1,-1,7627,5324,9931,15.4,44.1,31.7,56.5,14.3,7396,4950,9841,16.9,42.8,30.5,55,14.6,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,55,64,F,7851,5997,9705,12,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4443,2702,6184,20,56.6,39.8,73.4,15.1,2176,1001,3350,27.5,27.7,13.8,41.7,25.7,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,65,100,B,9432,7567,11297,10.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3184,1558,4811,26.1,33.8,18.1,49.4,23.6,5220,3279,7161,19,55.3,38.8,71.9,15.2,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,65,100,M,19283,19283,19283,0,100,100,100,0,1338,543,2133,30.3,6.9,2.8,11.1,30.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9310,7556,11063,9.6,48.3,39.2,57.4,9.6,8433,6764,10101,10.1,43.7,35.1,52.4,10.1,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,65,100,F,8429,8429,8429,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5023,3785,6261,12.6,59.6,44.9,74.3,12.6,2541,1479,3604,21.3,30.2,17.5,42.8,21.3,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,65,74,B,10854,10854,10854,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4287,2963,5610,15.8,39.5,27.3,51.7,15.8,5891,4566,7216,11.5,54.3,42.1,66.5,11.5,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,65,74,M,11595,9952,13237,7.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5352,3631,7074,16.4,46.2,32.7,59.6,14.9,5403,3516,7289,17.8,46.6,32.4,60.8,15.5,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,65,74,F,4914,3865,5963,10.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2454,1324,3583,23.5,49.9,30.8,69,19.5,1899,914,2884,26.5,38.6,20.4,56.8,24.1,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,75,100,B,6681,5391,7970,9.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2899,1704,4094,21,43.4,26.3,60.5,20.1,3504,1971,5037,22.3,52.5,33.9,71,18.1,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,75,100,M,7689,6046,9331,10.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3957,2673,5242,16.6,51.5,37.3,65.6,14,3030,1730,4330,21.9,39.4,25.1,53.8,18.6,-1,-1,-1,-1,-1,-1,-1,-1
"Richmond, British Columbia (Peer group A) (January 2000)",5919T,75,100,F,3515,2466,4564,15.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2570,1565,3574,19.9,73.1,53.2,93,13.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,12,100,B,4174,2884,5464,15.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1388,577,2199,29.8,33.2,14.8,51.7,28.3,2387,1171,3603,26,57.2,36.9,77.5,18.1,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,12,100,M,160837,160837,160837,0,100,100,100,0,25728,20669,30787,10,16,12.9,19.1,10,15813,11815,19812,12.9,9.8,7.3,12.3,12.9,9915,6471,13358,17.7,6.2,4,8.3,17.7,67958,61880,74035,4.6,42.3,38.5,46,4.6,66211,59999,72422,4.8,41.2,37.3,45,4.8,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,12,100,F,79315,79315,79315,0,100,100,100,0,15623,11748,19497,12.7,19.7,14.8,24.6,12.7,9342,6321,12362,16.5,11.8,8,15.6,16.5,6281,3399,9163,23.4,7.9,4.3,11.6,23.4,35716,31357,40076,6.2,45,39.5,50.5,6.2,27812,23427,32196,8,35.1,29.5,40.6,8,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,12,19,B,81522,81522,81522,0,100,100,100,0,10105,7025,13185,15.6,12.4,8.6,16.2,15.6,6472,4182,8762,18.1,7.9,5.1,10.7,18.1,3634,1726,5541,26.8,4.5,2.1,6.8,26.8,32241,28007,36476,6.7,39.5,34.4,44.7,6.7,38399,34013,42785,5.8,47.1,41.7,52.5,5.8,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,12,19,M,18152,18152,18152,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15090,13631,16550,4.9,83.1,75.1,91.2,4.9,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,12,19,F,9334,9334,9334,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7310,6088,8532,8.5,78.3,65.2,91.4,8.5,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,12,14,B,8819,8819,8819,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7780,7030,8531,4.9,88.2,79.7,96.7,4.9,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,12,14,M,5559,3546,7573,18.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5351,3356,7346,19,96.3,88,104.5,4.4,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,12,14,F,2636,1195,4078,27.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2636,1195,4078,27.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,15,19,B,2923,1573,4272,23.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2714,1400,4029,24.7,92.9,77.9,107.9,8.3,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,15,19,M,12593,10580,14607,8.2,100,100,100,0,-1,-1,-1,-1,14.2,5,23.5,33.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9740,7716,11763,10.6,77.3,66.9,87.7,6.9,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,15,19,F,6698,5256,8139,11,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4674,3170,6178,16.4,69.8,52.9,86.6,12.3,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,20,34,B,5896,4546,7245,11.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5066,3765,6366,13.1,85.9,75.6,96.2,6.1,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,20,34,M,37214,34106,40322,4.3,100,100,100,0,9136,5747,12526,18.9,24.6,15.3,33.8,19.3,4333,1716,6950,30.8,11.6,4.5,18.7,31.1,4803,2094,7513,28.8,12.9,5.6,20.2,28.8,11191,7540,14843,16.6,30.1,20.7,39.5,15.9,16243,11653,20833,14.4,43.6,32.1,55.2,13.5,-1,-1,-1,-1,-1,-1,-1,-1
"North Shore, British Columbia (Peer group B) (January 2000)",5918T,20,34,F,19079,16608,21550,6.6,100,100,100,0,5913,3113,8713,24.2,31,16,46,24.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6090,3442,8738,22.2,31.9,18.7,45.2,21.2,7076,3900,10252,22.9,37.1,22,52.2,20.8,-1,-1,-1,-1,-1,-1,-1,-1
