Location,GeoRef,AgeRangeLower,AgeRangeHigher,Sex,TotalNum,TotalNumLow95,TotalNumHigh95,TotalNumCoeffVar,TotalPerc,TotalPercLow95,TotalPercHigh95,TotalPerCoeffVar,UnderNum,UnderNumLow95,UnderNumHigh95,UnderNumCoeffVar,UnderPerc,UnderPercLow95,UnderPercHigh95,UnderPercCoeffVar,NormalNum,NormalNumLow95,NormalNumHigh95,NormalNumCoeffVar,NormalPerc,NormalPercLow95,NormalPercHigh95,NormalPercCoeffVar,SomeNum,SomeNumLow95,SomeNumHigh95,SomeNumCoeffVar,SomePerc,SomPercLow95,SomPercHigh95,SomePercCoeffVar,OverNum,OverNumLow95,OverNumHigh95,OverNumCoeffVar,OverPerc,OverPercLow95,OverPercHigh95,OverPercCoeffVar,NotNum,NotNumLow95,NotNumHigh95,NotNumCoeffVar,NotPerc,NotPercLow95,NotPercHigh95,NotPercCoeffVar
"Burnaby/Simon Fraser, British Columbia (January 2000)",5922T,55,64,F,23878,20095,27661,8.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,9072,6059,12085,16.9,38,26.9,49.1,14.9,5193,3234,7152,19.2,21.7,13.8,29.7,18.7,8472,5639,11305,17.1,35.5,25.7,45.3,14.1,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,12,64,B,23367,19731,27004,7.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,9065,6396,11733,15,38.8,28.8,48.8,13.2,3502,1652,5352,27,15,7.7,22.3,24.8,8187,5553,10820,16.4,35,25.1,45,14.5,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,12,64,M,129300,127865,130735,0.6,100,100,100,0,14777,10940,18614,13.2,11.4,8.5,14.4,13.2,63510,56776,70243,5.4,49.1,44,54.2,5.3,20030,15975,24086,10.3,15.5,12.3,18.7,10.5,28067,22937,33197,9.3,21.7,17.8,25.6,9.3,2916,1260,4572,29,2.3,1,3.5,29
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,12,64,F,65426,65426,65426,0,100,100,100,0,2786,992,4580,32.9,4.3,1.5,7,32.9,32707,28479,36935,6.6,50,43.5,56.5,6.6,11684,8330,15038,14.6,17.9,12.7,23,14.6,17204,14026,20381,9.4,26.3,21.4,31.2,9.4,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,20,34,B,63874,62440,65309,1.1,100,100,100,0,11991,8776,15205,13.7,18.8,13.7,23.8,13.7,30802,26254,35351,7.5,48.2,41.3,55.1,7.3,8347,5987,10706,14.4,13.1,9.3,16.9,14.8,10863,7086,14640,17.7,17,11.2,22.9,17.6,1872,672,3071,32.7,2.9,1,4.8,32.8
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,20,34,M,44414,41128,47701,3.8,100,100,100,0,8679,5714,11644,17.4,19.5,13,26,17,22003,17953,26053,9.4,49.5,41.1,58,8.7,3714,1795,5634,26.4,8.4,4.2,12.5,25.3,8689,5435,11943,19.1,19.6,12.2,26.9,19.1,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,20,34,F,22903,20773,25034,4.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,10967,8333,13601,12.3,47.9,37.1,58.6,11.5,2642,918,4366,33.3,11.5,4.5,18.6,31.2,6368,3994,8742,19,27.8,17.5,38.1,18.9,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,20,24,B,21511,19043,23979,5.9,100,100,100,0,6798,4386,9210,18.1,31.6,20.6,42.6,17.7,11036,8043,14028,13.8,51.3,39.4,63.3,11.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,20,24,M,16956,13912,20000,9.2,100,100,100,0,3618,1836,5400,25.1,21.3,11.7,31,23,9888,6847,12928,15.7,58.3,44.6,72,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,20,24,F,8543,6580,10506,11.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4664,2598,6729,22.6,54.6,35.2,74,18.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,25,34,B,8413,6195,10631,13.5,100,100,100,0,2473,1010,3937,30.2,29.4,12.7,46.1,29,5224,2985,7463,21.9,62.1,43.2,81,15.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,25,34,M,27458,22998,31918,8.3,100,100,100,0,5061,2575,7547,25.1,18.4,10.1,26.8,23,12115,8896,15334,13.6,44.1,33.8,54.4,11.9,2953,1189,4717,30.5,10.8,4.6,16.9,29.4,6673,3961,9386,20.7,24.3,15.5,33.1,18.6,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,25,34,F,14360,11588,17132,9.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,6303,4392,8215,15.5,43.9,31.4,56.4,14.5,-1,-1,-1,-1,-1,-1,-1,-1,4760,2974,6546,19.1,33.2,23.2,43.1,15.3,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,35,44,B,13098,9904,16293,12.4,100,100,100,0,4324,2234,6415,24.7,33,19.2,46.8,21.4,5812,3171,8453,23.2,44.4,28.5,60.2,18.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,35,44,M,36133,32883,39383,4.6,100,100,100,0,2887,1315,4460,27.8,8,3.7,12.3,27.6,18422,14938,21905,9.6,51,42.4,59.6,8.6,6495,3907,9083,20.3,18,11.2,24.7,19.2,7659,5099,10218,17,21.2,14.4,28,16.4,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,35,44,F,18391,16261,20522,5.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,9572,7012,12132,13.6,52,39,65.1,12.7,3591,1418,5764,30.9,19.5,8.6,30.5,28.7,4765,2760,6770,21.5,25.9,15.1,36.7,21.3,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,45,64,B,17741,15456,20027,6.6,100,100,100,0,2424,1066,3782,28.6,13.7,6.3,21,27.3,8849,6489,11210,13.6,49.9,37.2,62.5,13,2904,1338,4471,27.5,16.4,7.7,25.1,27.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,45,64,M,48753,48753,48753,0,100,100,100,0,3210,1435,4986,28.2,6.6,2.9,10.2,28.2,23085,18992,27178,9,47.4,39,55.7,9,9821,7144,12498,13.9,20.1,14.7,25.6,13.9,11719,8545,14894,13.8,24,17.5,30.5,13.8,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,45,64,F,24131,24131,24131,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,12168,9720,14616,10.3,50.4,40.3,60.6,10.3,5451,3468,7433,18.6,22.6,14.4,30.8,18.6,6071,3974,8168,17.6,25.2,16.5,33.8,17.6,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,45,54,B,24622,24622,24622,0,100,100,100,0,2769,1013,4524,32.4,11.2,4.1,18.4,32.4,10917,8022,13812,13.5,44.3,32.6,56.1,13.5,4370,2454,6286,22.4,17.7,10,25.5,22.4,5648,3428,7869,20.1,22.9,13.9,32,20.1,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,45,54,M,30614,27260,33968,5.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,15752,11479,20026,13.8,51.5,39.9,63,11.4,5614,3335,7892,20.7,18.3,10.7,26,21.3,5942,3660,8224,19.6,19.4,12.1,26.7,19.2,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,45,54,F,14100,11621,16578,9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,7863,5335,10391,16.4,55.8,41.4,70.1,13.2,3087,1407,4766,27.8,21.9,10.5,33.2,26.5,2851,1361,4341,26.7,20.2,9.6,30.8,26.7,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,55,64,B,16514,14219,18810,7.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,7890,4817,10962,19.9,47.8,32.2,63.3,16.6,2527,1005,4050,30.7,15.3,5.6,25,32.5,3092,1400,4784,27.9,18.7,8.3,29.1,28.4,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,55,64,M,18139,14785,21493,9.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,7333,4741,9925,18,40.4,28.9,52,14.6,4207,2315,6098,22.9,23.2,13.5,32.9,21.4,5777,3369,8185,21.3,31.8,19.8,43.9,19.3,-1,-1,-1,-1,-1,-1,-1,-1
"Burnaby, British Columbia (Peer group A) (January 2000)",5917T,55,64,F,10031,7553,12510,12.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4305,2161,6450,25.4,42.9,25,60.9,21.3,2364,1061,3667,28.1,23.6,11.5,35.7,26.2,3220,1459,4981,27.9,32.1,16.9,47.3,24.1,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,12,64,B,8108,5812,10403,14.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3028,1708,4347,22.2,37.3,24.8,49.9,17.2,-1,-1,-1,-1,22.7,8.6,36.9,31.8,2557,1056,4057,29.9,31.5,15.2,47.9,26.5,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,12,64,M,208263,206302,210224,0.5,100,100,100,0,14715,10425,19004,14.9,7.1,5,9.1,15,88446,80642,96249,4.5,42.5,38.8,46.2,4.4,32853,26842,38863,9.3,15.8,12.9,18.7,9.3,62722,56776,68668,4.8,30.1,27.3,33,4.8,9528,5630,13426,20.9,4.6,2.7,6.4,20.8
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,12,64,F,105052,105052,105052,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,38501,33050,43951,7.2,36.6,31.5,41.8,7.2,22160,18150,26170,9.2,21.1,17.3,24.9,9.2,37783,33209,42357,6.2,36,31.6,40.3,6.2,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,20,34,B,103211,101250,105172,1,100,100,100,0,11289,7985,14594,14.9,10.9,7.7,14.1,14.9,49945,45010,54880,5,48.4,43.7,53.1,5,10693,7300,14085,16.2,10.4,7.1,13.6,16.2,24939,20577,29301,8.9,24.2,20,28.3,8.8,6345,3691,8998,21.3,6.1,3.6,8.7,21.3
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,20,34,M,67199,62603,71795,3.5,100,100,100,0,7048,3871,10224,23,10.5,5.6,15.3,23.6,33152,27756,38549,8.3,49.3,42.1,56.6,7.5,6501,3792,9210,21.3,9.7,5.8,13.6,20.7,17317,13251,21383,12,25.8,20.1,31.4,11.1,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,20,34,F,35457,32042,38872,4.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,17779,14022,21535,10.8,50.1,39.8,60.4,10.5,3986,1897,6074,26.7,11.2,5.8,16.7,24.8,10538,7624,13452,14.1,29.7,22,37.5,13.3,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,20,24,B,31742,28596,34888,5.1,100,100,100,0,4974,2796,7152,22.3,15.7,8.8,22.6,22.5,15373,11513,19234,12.8,48.4,37.8,59,11.2,-1,-1,-1,-1,-1,-1,-1,-1,6779,3987,9571,21,21.4,12.9,29.8,20.1,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,20,24,M,19384,14457,24310,13,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,11018,6501,15536,20.9,56.8,41.3,72.4,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,20,24,F,10053,6020,14085,20.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,6373,2560,10185,30.5,63.4,39.8,87,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,25,34,B,9331,6608,12053,14.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4646,2327,6964,25.5,49.8,30.8,68.8,19.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,25,34,M,47815,40986,54645,7.3,100,100,100,0,2984,1060,4909,32.9,6.2,2.3,10.2,32,22134,16940,27329,12,46.3,38.2,54.4,8.9,5991,3418,8564,21.9,12.5,7.3,17.8,21.3,14518,10751,18284,13.2,30.4,23.4,37.4,11.8,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,25,34,F,25404,20224,30584,10.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,11406,7827,14986,16,44.9,35.2,54.6,11,3754,1707,5801,27.8,14.8,7,22.5,26.8,9348,6506,12190,15.5,36.8,27.4,46.2,13,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,35,44,B,22411,18136,26687,9.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,10728,6899,14557,18.2,47.9,34.2,61.5,14.6,-1,-1,-1,-1,-1,-1,-1,-1,5170,2500,7840,26.4,23.1,11.5,34.6,25.6,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,35,44,M,62409,57881,66936,3.7,100,100,100,0,4869,2720,7017,22.5,7.8,4.4,11.2,22.3,24194,20016,28372,8.8,38.8,33.2,44.3,7.3,13016,9087,16946,15.4,20.9,14.9,26.8,14.5,18080,14556,21604,9.9,29,23.1,34.9,10.4,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,35,44,F,30673,27258,34088,5.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,8999,6682,11317,13.1,29.3,22.4,36.3,12.1,9249,6328,12171,16.1,30.2,21,39.3,15.5,11537,8336,14738,14.2,37.6,28.3,47,12.7,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,45,64,B,31736,28631,34840,5,100,100,100,0,4423,2349,6497,23.9,13.9,7.5,20.4,23.5,15195,12060,18330,10.5,47.9,39.5,56.3,9,3767,1354,6179,32.7,11.9,4.6,19.1,31.2,6542,4042,9043,19.5,20.6,12.6,28.7,19.9,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,45,64,M,78655,78655,78655,0,100,100,100,0,2798,1331,4266,26.8,3.6,1.7,5.4,26.8,31099,26383,35816,7.7,39.5,33.5,45.5,7.7,13335,9902,16769,13.1,17,12.6,21.3,13.1,27326,23436,31216,7.3,34.7,29.8,39.7,7.3,4097,1644,6549,30.5,5.2,2.1,8.3,30.5
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,45,64,F,38922,38922,38922,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,11723,8524,14921,13.9,30.1,21.9,38.3,13.9,8925,6271,11579,15.2,22.9,16.1,29.7,15.2,15708,12460,18955,10.5,40.4,32,48.7,10.5,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,45,54,B,39733,39733,39733,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,19377,16097,22656,8.6,48.8,40.5,57,8.6,4410,2355,6465,23.8,11.1,5.9,16.3,23.8,11618,8709,14527,12.8,29.2,21.9,36.6,12.8,2436,1025,3846,29.5,6.1,2.6,9.7,29.5
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,45,54,M,49549,45251,53847,4.4,100,100,100,0,2407,976,3839,30.3,4.9,1.9,7.8,31.3,20296,15899,24693,11.1,41,33.5,48.5,9.4,8847,5540,12155,19.1,17.9,11.4,24.4,18.6,16444,12660,20228,11.7,33.2,26.1,40.2,10.8,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,45,54,F,25075,22093,28058,6.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,6956,4342,9570,19.2,27.7,18,37.5,17.9,6096,3680,8512,20.2,24.3,15.2,33.4,19.2,10456,7370,13542,15.1,41.7,30.7,52.7,13.4,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,55,64,B,24474,21673,27274,5.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,13340,10116,16563,12.3,54.5,44.6,64.4,9.3,2751,968,4534,33.1,-1,-1,-1,-1,5988,3797,8179,18.7,24.5,15.8,33.1,18,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,55,64,M,29106,24808,33404,7.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,10804,7649,13958,14.9,37.1,27.5,46.8,13.3,4488,2618,6358,21.3,15.4,9.2,21.7,20.7,10881,7761,14002,14.6,37.4,28.5,46.3,12.1,-1,-1,-1,-1,-1,-1,-1,-1
"Simon Fraser, British Columbia (Peer group B) (January 2000)",5908T,55,64,F,13847,10864,16829,11,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4767,2679,6855,22.3,34.4,21,47.8,19.9,2829,1408,4250,25.6,20.4,9.9,31,26.4,5252,2966,7537,22.2,37.9,25.1,50.8,17.3,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,12,64,B,15260,12459,18060,9.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,6037,3717,8357,19.6,39.6,25.7,53.4,17.8,-1,-1,-1,-1,-1,-1,-1,-1,5630,3487,7773,19.4,36.9,24.4,49.4,17.3,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,12,64,M,45482,45255,45710,0.3,100,100,100,0,2666,1522,3809,21.9,5.9,3.3,8.4,21.9,19030,16487,21573,6.8,41.8,36.3,47.4,6.8,7606,5768,9444,12.3,16.7,12.7,20.8,12.3,14593,11916,17269,9.4,32.1,26.2,38,9.4,1588,698,2479,28.6,3.5,1.5,5.4,28.6
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,12,64,F,23465,23465,23465,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,7942,6410,9475,9.8,33.8,27.3,40.4,9.8,5001,3679,6323,13.5,21.3,15.7,26.9,13.5,9405,7711,11100,9.2,40.1,32.9,47.3,9.2,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,20,34,B,22018,21790,22245,0.5,100,100,100,0,2035,1076,2994,24.1,9.2,4.9,13.6,24,11087,9277,12898,8.3,50.4,42.2,58.5,8.3,2605,1400,3810,23.6,11.8,6.4,17.3,23.6,5187,3379,6996,17.8,23.6,15.3,31.8,17.8,1103,467,1739,29.4,5,2.1,7.9,29.4
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,20,34,M,13994,12515,15473,5.4,100,100,100,0,1554,607,2502,31.1,11.1,4.3,17.9,31.1,6547,4866,8228,13.1,46.8,35,58.5,12.8,2201,1256,3145,21.9,15.7,9.3,22.1,20.8,3692,1926,5457,24.4,26.4,14.4,38.4,23.2,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,20,34,F,6933,5980,7887,7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3091,2032,4150,17.5,44.6,30.1,59,16.5,1250,509,1991,30.2,18,8.2,27.9,27.9,2016,1073,2959,23.9,29.1,15.8,42.4,23.3,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,20,24,B,7060,6018,8102,7.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3456,2297,4616,17.1,49,31.9,66,17.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,20,24,M,4134,2512,5756,20,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2013,1065,2961,24,48.7,27.7,69.7,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,20,24,F,1855,816,2895,28.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,25,34,B,2279,1320,3237,21.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,25,34,M,9860,8005,11714,9.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4534,3119,5950,15.9,46,33.2,58.7,14.1,1697,825,2569,26.2,17.2,9,25.4,24.3,2837,1380,4294,26.2,28.8,16,41.5,22.6,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,25,34,F,5078,3875,6282,12.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1887,887,2886,27,37.1,19.8,54.5,23.8,1042,370,1715,32.9,20.5,7.9,33.2,31.4,1731,788,2675,27.8,34.1,17.6,50.6,24.6,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,35,44,B,4782,3524,6040,13.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2648,1646,3650,19.3,55.4,34.9,75.8,18.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,35,44,M,12656,11171,14141,6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,5421,4056,6785,12.8,42.8,33.4,52.3,11.3,1437,666,2209,27.4,11.4,5.5,17.2,26.4,4225,2949,5502,15.4,33.4,24.4,42.4,13.8,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,35,44,F,6776,5822,7730,7.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2480,1620,3340,17.7,36.6,24.7,48.5,16.6,-1,-1,-1,-1,15.5,5.8,25.3,32.1,2935,1936,3934,17.4,43.3,29.9,56.7,15.8,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,45,64,B,5880,4836,6925,9.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2941,1879,4002,18.4,50,35.5,64.5,14.8,-1,-1,-1,-1,-1,-1,-1,-1,1290,623,1958,26.4,21.9,11.2,32.7,25,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,45,64,M,18832,18832,18832,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,7062,5755,8369,9.4,37.5,30.6,44.4,9.4,3968,2618,5317,17.4,21.1,13.9,28.2,17.4,6676,5357,7994,10.1,35.4,28.4,42.4,10.1,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,45,64,F,9755,9755,9755,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2371,1567,3175,17.3,24.3,16.1,32.6,17.3,2698,1694,3703,19,27.7,17.4,38,19,4454,3450,5459,11.5,45.7,35.4,56,11.5,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,45,54,B,9077,9077,9077,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4690,3623,5758,11.6,51.7,39.9,63.4,11.6,1269,485,2054,31.5,14,5.3,22.6,31.5,2221,1368,3075,19.6,24.5,15.1,33.9,19.6,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,45,54,M,10473,8725,12221,8.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4665,3381,5950,14.1,44.5,34.3,54.8,11.7,1760,806,2714,27.7,16.8,8,25.6,26.8,3406,2256,4556,17.2,32.5,22.9,42.1,15,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,45,54,F,5267,4103,6431,11.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1377,635,2118,27.5,26.1,12.9,39.4,25.8,1270,489,2050,31.4,24.1,10.1,38.2,29.7,2449,1489,3409,20,46.5,31.7,61.3,16.3,-1,-1,-1,-1,-1,-1,-1,-1
"Coast Garibaldi, British Columbia (Peer group J) (January 2000)",5909T,55,64,B,5206,4128,6285,10.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3289,2257,4320,16,63.2,47.8,78.5,12.4,-1,-1,-1,-1,-1,-1,-1,-1,957,355,1559,32.1,18.4,7.3,29.5,30.8,-1,-1,-1,-1,-1,-1,-1,-1
